"Open Positions Summary"
"","Name","Symbol","Exchange","Type","Amount","Avg Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Weight","Daily P/L","Daily P/L%","Net P/L%","Net P/L","Next Earnings Date","Last","Bid","Ask","Open","Prev.","High","Low","Chg.","Chg. %","Vol.","Next Earnings Date","Time","Market Cap","Revenue","Average Vol. (3m)","EPS","P/E Ratio","Beta","Dividend","Yield","5 Minutes","15 Minutes","30 Minutes","Hourly","5 Hours","Daily","Weekly","Monthly","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","SELL","10000000.00000000","40,640.0","40,702.7","--","--","40,396.0","-£4,070,270,000.00","£0.00","82.83%","-$8,748,531.00","-0.15%","-0.15%","-$8,748,531.00","--","40,705.4","-","-","40,396.0","40,396.0","41,626.6","40,329.4","+309.4","+0.77%","1,650","--","09:53:56","-","","-","-","-","-","-","-","Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Strong Buy","Strong Buy","0.63%","-6.73%","-3.12%","91.69%","637.45%","-"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","BUY","10000.00000000","720,000,000","883,098,508","--","--","876,888,704","Rp8,830,985,080,000.00","Rp0.00","8.86%","$112,228,083.35","22.65%","22.65%","$112,228,083.00","--","883,098,508","-","-","876,888,704","876,888,704","899,873,874","870,061,562","+6209804","+0.71%","179","--","09:53:50","-","","-","-","-","-","-","-","Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Neutral","Strong Buy","Strong Buy","0.31%","-2.18%","3.46%","116.46%","707.00%","618.33%"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","SELL","24.00000000","925,327,145","883,098,508","--","--","876,888,704","-Rp21,194,364,192.00","Rp0.00","0.02%","-$10,255.12","-0.71%","4.56%","$69,738.00","--","883,098,508","-","-","876,888,704","876,888,704","899,873,874","870,061,562","+6209804","+0.71%","179","--","09:53:50","-","","-","-","-","-","-","-","Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Neutral","Strong Buy","Strong Buy","0.31%","-2.18%","3.46%","116.46%","707.00%","618.33%"
"","Litecoin","LTC/USD","Investing.com","BUY","1001.00000000","313.873","267.140","--","--","263.404","$267,407.14","$0.00","0.00%","$3,739.74","1.42%","-14.89%","-$46,779.70","--","267.317","-","-","263.404","263.404","281.516","261.257","+3.913","+1.49%","251,102,610","--","09:54:02","-","","-","-","-","-","-","-","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Sell","Strong Buy","Strong Buy","Strong Buy","1.64%","9.43%","33.87%","115.63%","565.76%","72.00%"
"","BTC/USD","BTC/USD","Coinbase Pro","BUY","10000.00000000","60,564.9","56,581.7","--","--","55,325.4","$565,817,000.00","$0.00","8.25%","$12,563,000.00","2.27%","-6.58%","-$39,832,000.00","--","56,581.7","56,581.7","56,581.7","55,325.4","55,325.4","56,581.7","56,581.7","+1256.3","+2.27%","17,205","--","09:54:12","-","","-","-","-","-","-","-","Neutral","Sell","Strong Sell","Strong Sell","Strong Sell","Sell","Strong Buy","Strong Buy","2.36%","-5.36%","-2.57%","465.70%","727.78%","-"
"","BTC/USD","BTC/USD","Coinbase Pro","BUY","10.00000000","60,504.8","56,581.7","--","--","55,325.4","$565,817.00","$0.00","0.01%","$12,563.00","113.54%","-324.20%","-$39,231.00","--","56,581.7","56,581.7","56,581.7","55,325.4","55,325.4","56,581.7","56,581.7","+1256.3","+2.27%","17,205","--","09:54:12","-","","-","-","-","-","-","-","Neutral","Sell","Strong Sell","Strong Sell","Strong Sell","Sell","Strong Buy","Strong Buy","2.36%","-5.36%","-2.57%","465.70%","727.78%","-"
"","BTC/GBP","BTC/GBP","Coinbase Pro","BUY","1.00000000","44,052.3","40,716.0","--","--","40,398.4","$56,811.03","$0.00","0.00%","$443.15","39.31%","-378.67%","-$4,655.10","--","40,707.9","40,703.2","40,714.1","40,398.4","40,398.4","40,707.9","40,707.9","+309.5","+0.77%","1,422","--","09:54:03","-","","-","-","-","-","-","-","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Strong Buy","Strong Buy","1.03%","-6.52%","-2.97%","92.08%","639.06%","-"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","BUY","14.00000000","927,150,929","883,099,000","--","--","877,267,008","$850,724.59","$0.00","0.01%","$5,618.19","33.24%","-237.57%","-$42,437.00","--","883,099,000","883,099,000","883,100,000","877,267,008","877,267,008","900,000,000","860,001,000","+5831992","+0.66%","171","--","09:53:50","-","","-","-","-","-","-","-","Strong Buy","Buy","Neutral","Strong Sell","Strong Sell","Neutral","Strong Buy","Strong Buy","0.66%","-1.77%","3.89%","117.31%","710.19%","620.89%"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","BUY","10.00000000","922,500,000","883,099,000","--","--","877,267,008","$607,660.42","$0.00","0.01%","$4,012.99","6.65%","-42.71%","-$27,112.00","--","883,099,000","883,099,000","883,100,000","877,267,008","877,267,008","900,000,000","860,001,000","+5831992","+0.66%","171","--","09:53:50","-","","-","-","-","-","-","-","Strong Buy","Buy","Neutral","Strong Sell","Strong Sell","Neutral","Strong Buy","Strong Buy","0.66%","-1.77%","3.89%","117.31%","710.19%","620.89%"
"","BTC/RUB","BTC/RUB","Exmo","BUY","1.00000000","4,434,392","4,230,999","--","--","4,110,882","$55,426.09","$0.00","0.00%","$1,573.53","146.10%","-229.34%","-$2,664.00","--","4,230,999","4,231,000","4,241,143","4,110,882","4,110,882","4,296,349","4,075,317","+120117","+2.92%","17","--","09:54:05","-","","-","-","-","-","-","-","Neutral","Strong Sell","Strong Sell","Neutral","Neutral","Neutral","Strong Buy","Strong Buy","2.92%","-0.98%","1.59%","108.02%","711.84%","746.20%"
"","BTC/USD","BTC/USD","BitStamp","BUY","1.00000000","61,827.9","56,592.6","--","--","55,308.2","$56,592.60","$0.00","0.00%","$1,284.40","2.32%","-8.47%","-$5,235.30","--","56,592.6","56,594.7","56,605.7","55,308.2","55,308.2","57,633.0","54,760.0","+1284.4","+2.32%","6,362","--","09:54:12","-","","-","-","-","-","-","-","Sell","Strong Sell","Strong Sell","Strong Sell","Strong Sell","Sell","Strong Buy","Strong Buy","2.08%","-5.67%","-2.88%","94.81%","724.88%","537.19%"

"Market Value","-$4,504,768,592.97"
"Open P/L","$63,549,176.01 / 0.94%"
"Daily P/L","$282,507,416,022.24 / 0.23%"
"Total P/L","-$1,276,171,568,334.30"


"Open Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Net P/L%","Weight","Daily P/L","Daily P/L%","Net P/L","Next Earnings Date"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","04/19/2021","SELL","10000000.00000000","40,640.0","40,702.7","--","--","40,396.0","-£4,070,270,000.00","£0.00","-0.15%","82.83%","-$8,748,531.00","-0.15%","-$8,748,531.0","--"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/19/2021","BUY","10000.00000000","720,000,000","883,098,508","--","--","876,888,704","Rp8,830,985,080,000.00","Rp0.00","22.65%","8.86%","$112,228,083.35","22.65%","$112,228,083","--"
"","Litecoin","LTC/USD","Investing.com","04/17/2021","BUY","1000.00000000","313.876","267.140","--","--","263.404","$267,140.00","$0.00","-14.89%","0.00%","$3,736.00","1.42%","-$46,736.000","--"
"","BTC/USD","BTC/USD","Coinbase Pro","04/17/2021","BUY","10000.00000000","60,564.9","56,581.7","--","--","55,325.4","$565,817,000.00","$0.00","-6.58%","8.25%","$12,563,000.00","2.27%","-$39,832,000.0","--"
"","Litecoin","LTC/USD","Investing.com","04/17/2021","BUY","1.00000000","310.843","267.140","--","--","263.404","$267.14","$0.00","-14.06%","0.00%","$3.74","1.42%","-$43.703","--"
"","BTC/GBP","BTC/GBP","Coinbase Pro","04/17/2021","BUY","1.00000000","44,052.3","40,716.0","--","--","40,398.4","$56,811.03","$0.00","-378.67%","0.00%","$443.15","39.31%","-$4,655.1","--"
"","BTC/USD","BTC/USD","Coinbase Pro","04/17/2021","BUY","10.00000000","60,504.8","56,581.7","--","--","55,325.4","$565,817.00","$0.00","-324.20%","0.01%","$12,563.00","113.54%","-$39,231.0","--"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/17/2021","BUY","11.00000000","927,329,000","883,099,000","--","--","877,267,008","$668,426.46","$0.00","-238.48%","0.01%","$4,414.29","33.24%","-$33,478","--"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","SELL","12.00000000","924,398,515","883,098,508","--","--","876,888,704","-Rp10,597,182,096.00","Rp0.00","4.47%","0.01%","-$5,127.56","-0.71%","$34,102","--"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/17/2021","BUY","3.00000000","926,498,000","883,099,000","--","--","877,267,008","$182,298.13","$0.00","-234.21%","0.00%","$1,203.90","33.24%","-$8,959","--"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","SELL","11.00000000","926,255,697","883,098,508","--","--","876,888,704","-Rp9,714,083,588.00","Rp0.00","4.66%","0.01%","-$4,700.26","-0.71%","$32,666","--"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","SELL","1.00000000","926,256,636","883,098,508","--","--","876,888,704","-Rp883,098,508.00","Rp0.00","4.66%","0.00%","-$427.30","-0.71%","$2,970","--"
"","BTC/RUB","BTC/RUB","Exmo","04/17/2021","BUY","1.00000000","4,434,392","4,230,999","--","--","4,110,882","$55,426.09","$0.00","-229.34%","0.00%","$1,573.53","146.10%","-$2,664","--"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/17/2021","BUY","10.00000000","922,500,000","883,099,000","--","--","877,267,008","$607,660.42","$0.00","-42.71%","0.01%","$4,012.99","6.65%","-$27,112","--"
"","BTC/USD","BTC/USD","BitStamp","04/17/2021","BUY","1.00000000","61,827.9","56,592.6","--","--","55,308.2","$56,592.60","$0.00","-8.47%","0.00%","$1,284.40","2.32%","-$5,235.3","--"


"Closed Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Close Date","Close Price","Gain%","Net P/L"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/19/2021","SELL","1000000000.00000000","880,042,547","04/19/2021","876,275,760","0.43%","$2,593,056,170.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/19/2021","SELL","1000000000.00000000","880,329,500","04/19/2021","879,992,358","0.04%","$232,088,550.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/18/2021","SELL","1000000000.00000000","872,104,000","04/18/2021","872,499,000","-45.29%","-$270,970,000.00"
"","BTC/EUR","BTC/EUR","Coinbase Pro","04/17/2021","SELL","1.00000000","51,540.6","04/18/2021","46,402.9","996.83%","$6,158.05"
"","BTC/GBP","BTC/GBP","Coinbase Pro","04/17/2021","SELL","3000.00000000","44,164.6","04/18/2021","40,387.6","855.21%","$15,682,104.00"
"","BTC/IDR","BTC/IDR","Luno","04/18/2021","SELL","1000000000.00000000","85,000,000","04/18/2021","863,999,000","-916.47%","-$534,393,314,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/17/2021","SELL","1.00000000","921,000,000","04/18/2021","865,077,000","607.20%","$38.36"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/17/2021","SELL","2.00000000","927,711,000","04/18/2021","865,077,000","168.79%","$85.93"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/17/2021","SELL","1.00000000","927,711,000","04/18/2021","865,077,000","337.57%","$42.97"
"","Bitcoin","BTC/USD","Investing.com","04/17/2021","BUY","1000.00000000","60,253.4","04/18/2021","55,126.5","-8.51%","-$5,126,900.00"
"","Bitcoin","BTC/USD","Investing.com","04/17/2021","BUY","1000.00000000","60,255.3","04/18/2021","55,126.5","-8.51%","-$5,128,800.00"
"","Bitcoin","BTC/USD","Investing.com","04/18/2021","BUY","10000.00000000","54,708.0","04/18/2021","55,126.5","0.76%","$4,185,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/18/2021","BUY","100000.00000000","54,660.4","04/18/2021","55,126.5","0.85%","$46,610,000.00"
"","BTC/EUR","BTC/EUR","Coinbase Pro","04/17/2021","BUY","1.00000000","51,723.9","04/18/2021","46,183.4","-535.58%","-$6,640.84"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","SELL","1000.00000000","892,900,910","04/18/2021","864,097,722","3.23%","$19,758.99"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","SELL","10000.00000000","919,291,000","04/18/2021","863,999,918","6.01%","$379,296.82"
"","BTC/EUR","BTC/EUR","Coinbase Pro","04/17/2021","SELL","10000.00000000","50,890.5","04/18/2021","46,130.8","935.28%","$57,049,764.00"
"","USDT/USD","USDT/USD","Kraken","04/17/2021","SELL","100.00000000","1.0009","04/18/2021","1.0015","-1.50%","-$0.06"
"","BTC/USD","BTC/USD","BitStamp","04/17/2021","BUY","5.00000000","61,124.1","04/18/2021","54,976.8","-502.85%","-$30,736.50"
"","BCH/GBP","BCH/GBP","Coinbase Pro","04/17/2021","BUY","1.00000000","755.13","04/18/2021","660.73","-625.06%","-$130.65"
"","BTC/USD","BTC/USD","Coinbase Pro","04/17/2021","BUY","1.00000000","61,807.2","04/18/2021","54,993.3","-1,102.44%","-$6,813.90"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","BUY","2.00000000","925,356,697","04/18/2021","866,681,500","-6.34%","-$80.50"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","BUY","1.00000000","927,395,182","04/18/2021","866,681,500","-6.55%","-$41.65"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","BUY","1.00000000","927,420,889","04/18/2021","866,681,500","-6.55%","-$41.67"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","BUY","1.00000000","918,264,913","04/18/2021","866,681,500","-5.62%","-$35.39"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","BUY","10000.00000000","919,278,273","04/18/2021","866,681,500","-5.72%","-$360,813.86"
"","BTC/IDR","BTC/IDR","Luno","04/18/2021","SELL","100000.00000000","850,000,000","04/18/2021","858,079,000","-47.52%","-$554,219.40"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","BUY","10000.00000000","919,291,000","04/18/2021","865,960,644","-5.80%","-$365,846.24"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/17/2021","BUY","1000.00000000","919,290,091","04/18/2021","865,960,644","-5.80%","-$36,584.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","04/17/2021","BUY","85000.00000000","44,157.2","04/18/2021","40,890.0","-739.90%","-$384,353,408.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","04/17/2021","BUY","100.00000000","44,110.1","04/18/2021","40,890.0","-730.01%","-$445,661.84"
"","BTC/GBP","BTC/GBP","Coinbase Pro","04/17/2021","BUY","10000.00000000","44,157.9","04/18/2021","40,890.0","-740.05%","-$45,227,736.00"
"","Ethereum","ETH/USD","Investing.com","04/17/2021","BUY","4.00000000","2,352.15","04/18/2021","2,124.59","-9.67%","-$910.24"
"","Ethereum","ETH/USD","Investing.com","04/17/2021","BUY","10000.00000000","2,366.59","04/18/2021","2,124.59","-10.23%","-$2,420,000.00"
"","Ethereum","ETH/USD","Investing.com","04/17/2021","BUY","1100.00000000","2,362.90","04/18/2021","2,124.59","-10.09%","-$262,141.00"
"","Ethereum","ETH/USD","Investing.com","04/17/2021","BUY","1.00000000","2,362.00","04/18/2021","2,124.59","-10.05%","-$237.41"
"","Ethereum","ETH/USD","Investing.com","04/17/2021","BUY","1000000.00000000","2,360.99","04/18/2021","2,124.59","-10.01%","-$236,400,000.00"
"","Ethereum","ETH/USD","Investing.com","04/17/2021","BUY","3000000000.00000000","2,347.15","04/18/2021","2,124.59","-9.48%","-$667,680,000,000.00"
"","Ethereum","ETH/USD","Investing.com","04/18/2021","SELL","2000000000.00000000","2,124.95","04/18/2021","2,124.59","0.02%","$719,999,999.09"
"","Ethereum","ETH/USD","Investing.com","04/18/2021","SELL","2000000.00000000","2,121.55","04/18/2021","2,124.59","-0.14%","-$6,080,000.00"
