"","ETH/SAR","ETH/SAR","Synthetic","03/25/2021","Jual","1000000000.00000000","6.147,04","03/25/2021","5.919,82","3,70%","Rp877.278.242.299.847,75"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","1000000000.00000000","811.008.000","03/25/2021","788.999.000","2,71%","Rp100.000.000.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/25/2021","Jual","1000000000.00000000","55.059,0","03/25/2021","52.350,0","4,92%","Rp39.226.319.999.998.552,00"
"","BTC/RUB","BTC/RUB","Exmo","03/25/2021","Jual","1000000000.00000000","4.081.255","03/25/2021","3.905.516","4,31%","Rp19.090.000.000.000.000,00"
"","BTC/SAR","BTC/SAR","Synthetic","03/25/2021","Jual","1000000000.00000000","206.396,3","03/25/2021","196.820,2","4,64%","Rp36.972.556.011.899.616,00"
"","ETH/RUB","ETH/RUB","Exmo","03/25/2021","Jual","1000000000.00000000","121.600,0","03/25/2021","117.702,1","3,21%","Rp744.109.109.898.880,25"
"","ETH/USD","ETH/USD","Binance","03/25/2021","Jual","1000000000.00000000","1.635,00","03/25/2021","1.579,82","3,37%","Rp799.006.399.999.000,88"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","100000000.00000000","820.817.000","03/25/2021","821.200.000","-0,05%","-Rp38.300.000.000.250,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","100000000.00000000","820.817.000","03/25/2021","821.200.000","-0,05%","-Rp38.300.000.000.250,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","100000000.00000000","820.817.000","03/25/2021","821.205.000","-0,05%","-Rp38.800.000.000.250,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","100000000.00000000","820.817.000","03/25/2021","821.205.000","-0,05%","-Rp38.800.000.000.250,00"
"","BTC/USD","BTC/USD","Bitfinex","03/25/2021","Jual","100000000.00000000","56.118,0","03/25/2021","55.867,0","0,45%","Rp363.447.974.886.756,81"
"","BTC/USD","BTC/USD","Bitfinex","03/25/2021","Jual","100000000.00000000","56.090,0","03/25/2021","55.858,0","0,41%","Rp335.935.974.886.756,81"
"","BTC/USD","BTC/USD","Binance","03/25/2021","Jual","200000000.00000000","56.067,2","03/25/2021","55.837,8","0,41%","Rp664.342.349.774.078,38"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Beli","1000000000.00000000","56.067,3","03/25/2021","56.086,5","0,03%","Rp278.015.999.695.876,59"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Beli","1000000000.00000000","56.070,6","03/25/2021","56.088,9","0,03%","Rp264.983.999.695.963,41"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Beli","1000000000.00000000","56.069,5","03/25/2021","56.088,9","0,03%","Rp280.911.999.695.934,47"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","1000000000.00000000","822.150.000","03/25/2021","822.000.000","1,82%","Rp100.000.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","1000000000.00000000","822.310.000","03/25/2021","822.299.000","0,13%","Rp10.999.999.749.650,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Beli","1000000000.00000000","823.057.391","03/25/2021","822.473.913","-0,07%","-Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Beli","1000000000.00000000","823.057.391","03/25/2021","822.473.913","-0,07%","-Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Beli","1000000000.00000000","823.057.391","03/25/2021","822.473.913","-0,07%","-Rp100.000.000.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Jual","1000000000.00000000","56.159,5","03/25/2021","56.117,5","0,07%","Rp608.159.999.695.920,00"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/25/2021","Jual","1000000000.00000000","67.628.747","03/25/2021","67.590.426","0,06%","Rp489.359.169.987.230,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/25/2021","Jual","1000000000.00000000","6.117.878","03/25/2021","6.116.853","0,02%","Rp134.521.000.000.000,02"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/25/2021","Jual","1000000000.00000000","67.647.749","03/25/2021","67.628.747","0,03%","Rp242.655.540.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Beli","1000000000.00000000","822.782.870","03/25/2021","822.818.261","0,00%","Rp35.391.000.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Jual","1000000000.00000000","56.270,2","03/25/2021","56.169,2","0,18%","Rp1.462.479.999.652.480,00"
"","XAU/IDR","XAU/IDR","FX","03/25/2021","Jual","1000000000.00000000","250.183,61","03/25/2021","250.232,65","-1,96%","-Rp49.040.000.000,01"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","10.00000000","822.863.000","03/25/2021","822.864.000","-0,00%","-Rp10.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Jual","1000000000.00000000","822.036.194","03/25/2021","822.782.913","-0,09%","-Rp100.000.000.000.000,00"
"","Bitcoin RUB Index","BTC/RUB","Investing.com","03/25/2021","Jual","1000000000.00000000","4.122.503","03/25/2021","4.144.783","-0,54%","-Rp4.253.252.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Jual","1000000000.00000000","817.864.612","03/25/2021","822.782.913","-0,60%","-Rp100.000.000.000.000,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/25/2021","Jual","200000000.00000000","6.078.957","03/25/2021","6.121.718","-0,70%","-Rp1.122.390.728.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","10000000.00000000","822.312.000","03/25/2021","822.863.000","-6,70%","-Rp5.510.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","10000000.00000000","821.638.000","03/25/2021","822.863.000","-14,91%","-Rp12.250.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/25/2021","Jual","10.00000000","822.984.000","03/25/2021","822.863.000","0,37%","Rp1.210.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Jual","10.00000000","56.005,1","03/25/2021","56.226,7","-0,40%","-Rp32.087.680,00"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/25/2021","Beli","1000000000.00000000","67.345.016","03/25/2021","67.727.242","0,57%","Rp1.277.000.000.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Beli","1000000000.00000000","55.841,0","03/25/2021","56.188,1","0,62%","Rp5.026.007.998.552.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Beli","200000000.00000000","55.873,7","03/25/2021","56.067,2","0,35%","Rp560.375.999.855.200,00"
"","BTC/EUR","BTC/EUR","Binance","03/24/2021","Beli","1.00000000","47.513,9","03/24/2021","47.421,9","-193,63%","-Rp1.561.562,00"
"","EUR/USD","EUR/USD","FX","03/24/2021","Beli","1.00000000","1,1832","03/24/2021","1,1835","25,35%","Rp4,34"
"","RUB/IDR","RUB/IDR","FX","03/24/2021","Beli","1.00000000","188,75","03/24/2021","188,77","10,60%","Rp0,02"
"","BTC/RUB","BTC/RUB","Exmo","03/24/2021","Jual","100000000.00000000","4.161.530","03/24/2021","4.187.675","-62,83%","-Rp499.108.050.000.000,00"
"","BTC/SAR","BTC/SAR","Synthetic","03/24/2021","Jual","100000000.00000000","211.386,0","03/24/2021","212.910,7","-72,13%","-Rp588.674.472.400.000,00"
"","BTC/SAR","BTC/SAR","Synthetic","03/24/2021","Jual","200000000.00000000","211.463,2","03/24/2021","212.910,7","-68,45%","-Rp1.117.736.340.000.000,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","Jual","100000000.00000000","6.131.347","03/24/2021","6.170.699","-64,18%","-Rp516.455.648.000.000,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","Jual","200000000.00000000","6.130.000","03/24/2021","6.170.699","-66,39%","-Rp1.068.267.352.000.000,00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","Jual","100000000.00000000","67.268.000","03/24/2021","67.701.000","-64,37%","-Rp552.941.000.000.000,00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","Jual","200000000.00000000","67.288.000","03/24/2021","67.701.000","-61,38%","-Rp1.054.802.000.000.000,00"
"","BTC/RUB","BTC/RUB","Exmo","03/24/2021","Jual","200000000.00000000","4.160.559","03/24/2021","4.187.623","-65,05%","-Rp1.033.303.520.000.000,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","Jual","200000000.00000000","41.160,4","03/24/2021","41.456,2","-71,87%","-Rp1.177.106.520.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Jual","1000000000.00000000","829.059.532","03/24/2021","832.960.141","-0,47%","-Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Jual","1000000000.00000000","828.713.603","03/24/2021","832.960.141","-0,51%","-Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Jual","1000000000.00000000","828.359.700","03/24/2021","832.960.141","-0,56%","-Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Jual","1000000000.00000000","826.521.380","03/24/2021","832.960.141","-0,78%","-Rp100.000.000.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Beli","1000000000.00000000","56.442,0","03/24/2021","56.880,0","77,60%","Rp6.342.240.000.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","Beli","1000000000.00000000","56.444,7","03/24/2021","56.863,7","0,74%","Rp6.067.119.999.565.600,00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","Beli","1000000000.00000000","56.171,3","03/24/2021","56.874,3","1,25%","Rp10.179.439.999.565.600,00"
"","EUR/IDR","EUR/IDR","FX","03/24/2021","Beli","1000000000.00000000","17.068,4","03/24/2021","17.069,1","0,21%","Rp700.000.000,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","Jual","100000000.00000000","41.142,9","03/24/2021","41.240,2","-23,65%","-Rp193.597.810.000.560,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Beli","1000000000.00000000","56.481,0","03/24/2021","56.472,0","-1,59%","-Rp130.320.000.005.700,00"
"","IDR/JPY","IDR/JPY","FX","03/24/2021","Beli","1000000000.00000000","0,7514","03/24/2021","0,7509","-0,07%","-Rp656.200,00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","Jual","100000000.00000000","54.385,8","03/24/2021","54.091,6","0,54%","Rp426.001.600.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","Jual","100000000.00000000","54.198,5","03/24/2021","54.037,9","0,30%","Rp232.548.800.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","Beli","1000000.00000000","802.399.000","03/24/2021","799.255.000","-39,18%","-Rp3.144.000.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Beli","500000.00000000","54.507,0","03/24/2021","54.115,0","-71,92%","-Rp2.838.080.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","100000000.00000000","803.061.000","03/24/2021","802.721.000","4,23%","Rp33.999.999.986.680,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","1000000.00000000","803.062.000","03/24/2021","802.720.000","4,26%","Rp341.999.998.668,00"
"","BTC/RUB","BTC/RUB","Exmo","03/24/2021","Jual","100000000.00000000","4.037.652","03/24/2021","4.033.637","9,94%","Rp76.646.349.992.692,34"
"","BTC/AUD","BTC/AUD","BTC Markets","03/24/2021","Jual","100000000.00000000","71.720,0","03/24/2021","71.500,7","30,58%","Rp241.573.423.733.190,03"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","Jual","100000000.00000000","39.650,0","03/24/2021","39.502,1","37,30%","Rp294.276.629.932.887,44"
"","BTC/SAR","BTC/SAR","Synthetic","03/24/2021","Jual","100000000.00000000","204.055,9","03/24/2021","203.083,3","47,66%","Rp375.513.079.188.923,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","Jual","100000000.00000000","5.909.784","03/24/2021","5.879.594","51,08%","Rp396.213.559.922.043,44"
"","BTC/CAD","BTC/CAD","Kraken","03/24/2021","Jual","100000000.00000000","68.751,4","03/24/2021","68.283,4","680,71%","Rp536.784.767.975.626,75"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","Jual","100000000.00000000","46.031,8","03/24/2021","45.758,7","593,29%","Rp463.546.284.992.344,94"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","Jual","400000000.00000000","54.315,0","03/24/2021","54.116,4","0,37%","Rp1.150.291.198.320.305,50"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","1000000.00000000","803.062.000","03/24/2021","802.721.000","0,04%","Rp341.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","1000000.00000000","803.061.000","03/24/2021","802.720.000","4,25%","Rp341.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","500000000.00000000","805.141.191","03/24/2021","802.567.246","-0,32%","-Rp100.000.000.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","Beli","2000000.00000000","802.399.000","03/24/2021","799.253.000","-39,21%","-Rp6.292.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","1000000.00000000","804.979.000","03/24/2021","802.723.000","-280,26%","-Rp2.256.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","1000000.00000000","803.061.000","03/24/2021","802.722.000","4,22%","Rp339.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","100000000.00000000","804.977.000","03/24/2021","804.343.000","-7,88%","-Rp63.400.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","100000000.00000000","804.977.000","03/24/2021","804.343.000","-7,88%","-Rp63.400.000.000.000,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","Beli","700000.00000000","5.903.906","03/24/2021","5.893.163","-18,20%","-Rp986.937.924.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","100000000.00000000","803.309.000","03/24/2021","804.972.000","20,70%","Rp100.000.000.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","1000000.00000000","54.480,0","03/24/2021","54.388,4","16,81%","Rp1.326.367.999.999,99"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","Jual","700000.00000000","5.903.906","03/24/2021","5.897.355","11,10%","Rp601.827.268.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","500000.00000000","54.553,5","03/24/2021","54.318,9","43,00%","Rp1.698.504.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","500000000.00000000","802.951.589","03/24/2021","803.502.798","0,07%","Rp100.000.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","400000000.00000000","804.248.000","03/24/2021","803.709.000","6,70%","Rp100.000.000.000.000,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","Jual","500000.00000000","5.903.906","03/24/2021","5.888.264","264,94%","Rp1.026.428.038.687,60"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","1000000.00000000","54.525,0","03/24/2021","54.246,0","511,69%","Rp4.039.919.999.599,63"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","100000000.00000000","54.371,0","03/24/2021","54.320,0","9,38%","Rp73.847.999.959.972,94"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","10000000.00000000","54.391,0","03/24/2021","54.322,0","12,69%","Rp9.991.199.995.996,72"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","Jual","100000000.00000000","65.501.000","03/24/2021","65.469.000","48,85%","Rp40.864.000.000.000,00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/24/2021","Jual","1000000000.00000000","39.792,4","03/24/2021","39.766,3","0,07%","Rp519.311.699.999.980,12"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","1000000000.00000000","800.962.773","03/24/2021","807.352.384","0,80%","Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","1000000000.00000000","800.962.773","03/24/2021","807.350.466","0,80%","Rp100.000.000.000.000,00"
"","BTC/XAU","BTC/XAU","Synthetic","03/24/2021","Jual","1000000000.00000000","31,5459","03/24/2021","31,5430","0,92%","Rp707.500.240.000,00"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/24/2021","Jual","1000000000.00000000","46.176,9","03/24/2021","46.162,4","0,03%","Rp246.115.750.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","Jual","1000000000.00000000","54.656,6","03/24/2021","54.624,1","0,06%","Rp470.599.999.565.600,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","1000000000.00000000","800.962.773","03/24/2021","807.325.266","0,79%","Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","1000000000.00000000","800.962.773","03/24/2021","807.250.278","0,78%","Rp100.000.000.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","100000000.00000000","54.555,8","03/24/2021","54.274,0","51,65%","Rp408.046.399.565.600,00"
"","Emas Berjangka","GCM1","ICE","03/24/2021","Jual","1000000000.00000000","1.730,50","03/24/2021","1.731,55","-0,06%","-Rp1.520.400.000.043.400,00"
"","Vanguard FTSE All World ex US","VEU","NYSE","03/24/2021","Beli","10000000.00000000","60,36","03/24/2021","60,36","-0,00%","-Rp144.800,00"
"","USD/EUR","USD/EUR","FX","03/24/2021","Beli","1000000000.00000000","0,8438","03/24/2021","0,8439","4,74%","Rp1.697.348.257,67"
"","JPY/EUR","JPY/EUR","FX","03/24/2021","Beli","1000000000.00000000","0,77695","03/24/2021","0,77705","12,87%","Rp16.971.757,67"
"","USD/CAD","USD/CAD","FX","03/24/2021","Beli","1000000000.00000000","1,2581","03/24/2021","1,2583","6,36%","Rp2.293.950.245,01"
"","USD/AUD","USD/AUD","FX","03/24/2021","Beli","1000000000.00000000","1,3101","03/24/2021","1,3118","51,90%","Rp18.726.620.241,90"
"","BTC/AUD","BTC/AUD","Luno","03/24/2021","Jual","1000000000.00000000","71.650,9","03/24/2021","71.794,7","-200,70%","-Rp1.584.051.908.001.900,00"
"","USD/RUB","USD/RUB","FX","03/24/2021","Beli","1000000000.00000000","76,3260","03/24/2021","76,3799","70,62%","Rp10.289.508.226,54"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","Jual","1000000000.00000000","46.010,5","03/24/2021","45.959,9","109,97%","Rp858.859.099.998.285,75"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","10000000.00000000","815.000.000","03/24/2021","810.000.000","613,50%","Rp49.999.999.998.249,00"
"","BTC/CAD","BTC/CAD","Kraken","03/24/2021","Jual","10000000.00000000","69.014,0","03/24/2021","68.297,8","1.037,76%","Rp82.146.421.118.243,98"
"","BTC/BRL","BTC/BRL","MercadoBitcoin","03/24/2021","Jual","10000000.00000000","307.330,0","03/24/2021","303.700,0","590,57%","Rp91.044.755.998.314,55"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","1000000.00000000","55.056,0","03/24/2021","54.492,0","204,88%","Rp8.166.719.998.239,09"
"","BTC/UAH","BTC/UAH","Exmo","03/24/2021","Jual","10000000.00000000","1.528.000","03/24/2021","1.514.901","857,26%","Rp68.149.695.734.241,49"
"","BCH/CAD","BCH/CAD","Synthetic","03/24/2021","Jual","100000000.00000000","647,98","03/24/2021","644,46","543,23%","Rp4.037.355.519.990,60"
"","BCH/BTC","BCH/BTC","Bittrex","03/24/2021","Beli","1000000000.00000000","0,00940","03/24/2021","0,00941","0,11%","Rp8.458.469.998.308,31"
"","BTC/AUD","BTC/AUD","BTC Markets","03/24/2021","Beli","1000000000.00000000","71.574,6","03/24/2021","71.564,9","-13,55%","-Rp106.851.902.001.830,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","Jual","1000000.00000000","5.982.569","03/24/2021","5.916.438","1.105,39%","Rp8.679.032.438.266,45"
"","BTC/RUB","BTC/RUB","Exmo","03/24/2021","Jual","1000000.00000000","4.089.052","03/24/2021","4.040.247","1.193,55%","Rp9.316.874.500.000,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","Jual","1000000.00000000","39.958,4","03/24/2021","39.570,0","388,80%","Rp7.727.994.798.240,31"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","Jual","1000000.00000000","46.497,3","03/24/2021","45.903,5","255,41%","Rp10.078.864.298.257,67"
"","BTC/SAR","BTC/SAR","Synthetic","03/24/2021","Jual","1000000.00000000","206.277,4","03/24/2021","204.193,6","1.010,19%","Rp8.045.385.094.238,65"
"","BTC/AUD","BTC/AUD","Independent Reserve","03/24/2021","Jual","1000000.00000000","72.553,87","03/24/2021","71.674,66","1.211,80%","Rp9.685.078.428.599,89"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","1000000000.00000000","813.557.000","03/24/2021","810.000.000","437,22%","Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","1000000000.00000000","812.785.831","03/24/2021","810.019.652","-0,34%","-Rp100.000.000.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","Jual","1000000000.00000000","812.470.000","03/24/2021","810.666.000","88,82%","Rp100.000.000.000.000,00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","Beli","1000000.00000000","65.583.000","03/24/2021","65.440.000","-109,02%","-Rp1.826.110.001.760,50"
"","BTC/EUR","BTC/EUR","Binance","03/24/2021","Jual","1000000000.00000000","46.424,5","03/24/2021","45.973,7","971,04%","Rp7.651.653.799.998.303,00"
"","ETH/BTC","ETH/BTC","Poloniex","03/24/2021","Beli","1000000000.00000000","0,030996","03/24/2021","0,030713","-913,02%","-Rp239.374.701.000.000,00"
"","ETH/BTC","ETH/BTC","Coinbene","03/24/2021","Jual","1000000000.00000000","0,030992","03/24/2021","0,030993","-0,65%","-Rp845.847.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","1000000000.00000000","815.030.105","03/24/2021","812.735.298","-0,28%","-Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Jual","1000000000.00000000","816.850.695","03/24/2021","816.670.126","0,02%","Rp100.000.000.000.000,00"
"","ETH/BTC","ETH/BTC","Poloniex","03/24/2021","Jual","1000000000.00000000","0,030871","03/24/2021","0,030929","-187,88%","-Rp49.059.126.000.000,00"
"","EUR/IDR","EUR/IDR","FX","03/24/2021","Jual","1000000000.00000000","17.061,0","03/24/2021","17.058,1","0,17%","Rp2.900.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","1000000000.00000000","55.456,0","03/24/2021","55.419,0","33,36%","Rp535.759.999.999.898,56"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","2000000.00000000","820.184.000","03/24/2021","818.001.000","-0,27%","-Rp4.366.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Beli","1000000000.00000000","817.974.735","03/24/2021","817.974.658","-0,00%","-Rp77.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Jual","100000000.00000000","820.216.000","03/24/2021","818.001.000","27,01%","Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","Jual","100000000.00000000","820.106.297","03/24/2021","817.974.735","0,26%","Rp100.000.000.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","20000.00000000","820.184.000","03/24/2021","818.001.000","-0,27%","-Rp43.660.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","1000.00000000","820.184.000","03/24/2021","818.007.000","-0,27%","-Rp2.177.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","Beli","1000000000.00000000","818.999.000","03/24/2021","820.184.000","144,69%","Rp100.000.000.000.000,00"
"","BTC/XAU","BTC/XAU","Synthetic","03/24/2021","Jual","100000000.00000000","32,2573","03/24/2021","32,1305","0,39%","Rp3.093.483.808.000,00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","Jual","100000000.00000000","65.996.000","03/24/2021","65.808.000","0,28%","Rp240.076.000.000.000,00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","Jual","100000000.00000000","40.533,6","03/24/2021","40.348,3","0,46%","Rp368.691.410.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","100000000.00000000","55.732,0","03/24/2021","55.475,7","0,46%","Rp371.122.400.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","1000000.00000000","55.618,8","03/24/2021","55.649,0","-0,05%","-Rp437.296.000.015,02"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","Jual","1000000.00000000","817.117.000","03/24/2021","817.117.000","0,00%","-Rp1.500,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","100000.00000000","55.631,0","03/24/2021","55.619,0","0,02%","Rp17.375.999.998,49"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000.00000000","55.153,8","03/24/2021","55.608,1","0,82%","Rp6.578.263.956.560,00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","Jual","10000000.00000000","55.667,0","03/24/2021","55.631,0","0,06%","Rp5.212.799.999.984,94"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000.00000000","55.438,1","03/24/2021","55.689,5","0,45%","Rp3.640.271.985.520,00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","Beli","1000000000.00000000","55.466,6","03/24/2021","55.700,2","0,42%","Rp3.382.527.999.956.560,00"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","Beli","100000000.00000000","55.461,0","03/24/2021","55.723,3","47,29%","Rp379.810.399.999.855,25"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","Beli","10000000.00000000","55.443,8","03/24/2021","55.684,7","43,45%","Rp34.882.319.999.984,07"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","Jual","100000000.00000000","811.011.000","03/24/2021","818.344.000","-90,42%","-Rp100.000.000.000.000,00"
"","BTC/USD","BTC/USD","Bitfinex","03/23/2021","Beli","10000000.00000000","55.177,0","03/24/2021","55.686,0","92,25%","Rp73.703.199.999.985,52"
"","ETH/RUB","ETH/RUB","Exmo","03/23/2021","Jual","100000000.00000000","126.355,0","03/24/2021","126.662,3","-0,24%","-Rp5.866.357.000.009,50"
