"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/27/2021","Jual","50000.00000000","805.000.000","03/27/2021","805.808.000","-0,10%","-Rp40.400.000.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/27/2021","Jual","50000.00000000","805.000.000","03/27/2021","805.808.000","-0,10%","-Rp40.400.000.144,20"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/27/2021","Jual","50000.00000000","805.000.000","03/27/2021","805.005.000","-0,00%","-Rp250.000.144,20"
"","BTC/IDR","BTC/IDR","Luno","03/27/2021","Jual","500000.00000000","802.000.000","03/27/2021","801.999.000","0,00%","Rp499.985.582,50"
"","BTC/IDR","BTC/IDR","Luno","03/27/2021","Jual","50000.00000000","802.000.000","03/27/2021","801.999.000","0,00%","Rp49.985.582,50"
"","BTC/IDR","BTC/IDR","Luno","03/27/2021","Jual","500000.00000000","802.000.000","03/27/2021","801.999.000","0,00%","Rp499.985.582,50"
"","Bitcoin","BTC/USD","Investing.com","03/27/2021","Jual","1000000000.00000000","54.876,9","03/27/2021","54.996,8","-0,22%","-Rp1.736.152.000.014.500,00"
"","BTC/USD","BTC/USD","Binance","03/27/2021","Jual","1000000000.00000000","54.875,4","03/27/2021","54.982,3","-0,19%","-Rp1.547.912.000.014.000,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/27/2021","Jual","1000000000.00000000","805.048.000","03/27/2021","805.005.000","0,01%","Rp42.999.999.998.991,00"
"","Bitcoin","BTC/USD","Investing.com","03/27/2021","Jual","1000000000.00000000","54.931,8","03/27/2021","54.982,5","-0,09%","-Rp734.136.000.014.440,00"
"","BTC/USD","BTC/USD","Bitfinex","03/27/2021","Jual","1000000000.00000000","54.855,0","03/27/2021","54.985,0","-0,24%","-Rp1.882.400.000.014.500,00"
"","Bitcoin","BTC/USD","Investing.com","03/27/2021","Jual","1000000000.00000000","54.931,8","03/27/2021","54.838,3","0,17%","Rp1.353.879.999.985.520,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/27/2021","Beli","1000000000.00000000","805.693.878","03/27/2021","804.838.122","-0,11%","-Rp100.000.000.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/27/2021","Beli","1000000000.00000000","805.750.551","03/27/2021","805.694.776","-0,01%","-Rp55.775.000.010.000,00"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/27/2021","Jual","500000000.00000000","65.458.857","03/27/2021","65.473.560","-0,02%","-Rp93.878.655.001.277,00"
"","ETH/BTC","ETH/BTC","Poloniex","03/27/2021","Jual","1000000000.00000000","0,030870","03/27/2021","0,030853","0,06%","Rp14.379.398.989.849,84"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/27/2021","Jual","1000000000.00000000","65.550.355","03/27/2021","65.453.713","0,15%","Rp1.234.118.339.987.230,00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","03/27/2021","Jual","1000000000.00000000","0,030856","03/27/2021","0,030877","-0,07%","-Rp17.762.795.458.470,00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","03/27/2021","Jual","1000000000.00000000","0,030877","03/27/2021","0,030868","0,03%","Rp7.612.614.541.530,00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","03/27/2021","Jual","1000000000.00000000","0,030878","03/27/2021","0,030869","0,03%","Rp7.612.538.415.300,00"
"","USD/IDR","USD/IDR","FX","03/26/2021","Beli","1000000000.00000000","14.417,5","03/27/2021","14.417,5","0,00%","Rp0,00"
"","BRL/ARS","BRL/ARS","FX","03/26/2021","Beli","1000000000.00000000","16,2319","03/27/2021","16,0054","-13,95%","-Rp35.666.955.000,00"
"","ARS/CAD","ARS/CAD","FX","03/26/2021","Beli","1000000000.00000000","0,01372","03/27/2021","0,01371","-0,73%","-Rp114.697.600,00"
"","CAD/USD","CAD/USD","FX","03/26/2021","Beli","1000000000.00000000","0,7947","03/27/2021","0,7940","-0,88%","-Rp10.136.000.000,00"
"","INR/IDR","INR/IDR","FX","03/26/2021","Beli","1000000000.00000000","198,89","03/27/2021","198,44","-2,26%","-Rp450.000.000,00"
"","KWD/USD","KWD/USD","FX","03/26/2021","Beli","1000000000.00000000","3,3092","03/27/2021","3,3085","-0,21%","-Rp10.136.000.000,00"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/27/2021","Jual","1000000000.00000000","64.694.693","03/27/2021","64.727.412","-0,05%","-Rp417.821.630.000.130,00"
"","Bitcoin Cash BTC Index","BCH/BTC","Investing.com","03/26/2021","Beli","1000000000.00000000","0,009221","03/27/2021","0,009218","-0,03%","-Rp2.537.541.000.000,00"
"","EUR/IDR","EUR/IDR","FX","03/26/2021","Beli","1000000000.00000000","17.002,6","03/27/2021","17.004,0","0,01%","Rp1.399.999.999,00"
"","INR/BRL","INR/BRL","FX","03/26/2021","Beli","1000000000.00000000","0,07792","03/27/2021","0,07891","12,71%","Rp2.483.038.789,97"
"","KRW/INR","KRW/INR","FX","03/26/2021","Beli","1000000000.00000000","0,0641","03/27/2021","0,0642","1,56%","Rp197.149,01"
"","JPY/KRW","JPY/KRW","FX","03/26/2021","Beli","1000000000.00000000","10,3202","03/27/2021","10,3123","-0,77%","-Rp100.883.000,00"
"","IDR/EUR","IDR/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,00006","03/27/2021","0,00006","0,00%","Rp0,00"
"","AUD/EUR","AUD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,6462","03/27/2021","0,6469","1,08%","Rp11.881.449.999,83"
"","XAU/BTC","XAU/BTC","FX","03/26/2021","Beli","10.00000000","0,0324","03/26/2021","0,0322","-617,28%","-Rp1.691.694,00"
"","BTC/SAR","BTC/SAR","Synthetic","03/26/2021","Beli","1000000000.00000000","200.211,6","03/26/2021","200.232,2","0,01%","Rp79.534.952.000.011,58"
"","BTC/SAR","BTC/SAR","Synthetic","03/26/2021","Beli","1000000000.00000000","200.211,6","03/26/2021","200.232,2","0,01%","Rp79.534.952.000.011,58"
"","BTC/SAR","BTC/SAR","Synthetic","03/26/2021","Beli","1000000000.00000000","200.211,6","03/26/2021","200.232,2","0,01%","Rp79.534.952.000.011,58"
"","IDR/EUR","IDR/EUR","FX","03/26/2021","Jual","1000000000.00000000","0,00006","03/26/2021","0,00006","0,00%","Rp0,00"
"","BTC/USD","BTC/USD","Bitfinex","03/26/2021","Jual","1000000000.00000000","53.268,0","03/26/2021","53.477,0","-0,39%","-Rp3.026.320.000.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/26/2021","Jual","1000000000.00000000","786.000.000","03/26/2021","787.999.000","-6,36%","-Rp100.000.000.000.000,00"
"","IDR/EUR","IDR/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,00006","03/26/2021","0,00006","-1.413,33%","-Rp14.400.317,40"
"","BTC/IDR","BTC/IDR","Luno","03/26/2021","Jual","1000000000.00000000","784.001.000","03/26/2021","786.000.000","-2,55%","-Rp100.000.000.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/26/2021","Jual","1000000000.00000000","784.001.000","03/26/2021","786.000.000","-6,37%","-Rp100.000.000.000.000,00"
"","BTC/EUR","BTC/EUR","Binance","03/26/2021","Jual","1000000000.00000000","45.332,3","03/26/2021","45.331,9","0,01%","Rp6.789.375.119.080,34"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/26/2021","Jual","1000000000.00000000","786.395.167","03/26/2021","786.495.628","-0,01%","-Rp100.000.000.000.000,00"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/26/2021","Jual","1000000000.00000000","64.439.340","03/26/2021","64.348.709","0,14%","Rp1.157.357.869.998.723,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Beli","1000000000.00000000","53.276,1","03/26/2021","53.241,0","-0,07%","-Rp508.248.000.014.470,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/26/2021","Jual","1000000000.00000000","5.843.496","03/26/2021","5.837.812","0,10%","Rp745.968.159.986.876,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Beli","1000000000.00000000","53.216,4","03/26/2021","53.226,8","0,02%","Rp150.591.999.992.050,47"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Beli","1000000000.00000000","53.218,8","03/26/2021","53.226,8","0,02%","Rp115.839.999.992.036,00"
"","BTC/IDR","BTC/IDR","Luno","03/26/2021","Jual","1000000000.00000000","787.300.000","03/26/2021","787.000.000","3,81%","Rp100.000.000.000.000,00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","03/26/2021","Jual","1000000000.00000000","0,030382","03/26/2021","0,030396","-0,05%","-Rp11.841.858.000.000,00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","03/26/2021","Jual","1000000000.00000000","0,030461","03/26/2021","0,030390","0,23%","Rp60.051.753.612.000,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/26/2021","Jual","1000000000.00000000","5.839.016","03/26/2021","5.836.262","0,05%","Rp361.434.959.986.876,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/26/2021","Beli","1000000000.00000000","792.243.790","03/26/2021","786.699.111","-0,70%","-Rp100.000.000.000.000,00"
"","Bitcoin SAR Index","BTC/SAR","Investing.com","03/26/2021","Jual","1000000000.00000000","200.756,9","03/26/2021","200.164,7","0,29%","Rp2.286.436.823.961.313,50"
"","Ethereum BTC Index","ETH/BTC","Investing.com","03/26/2021","Jual","1000000000.00000000","0,030372","03/26/2021","0,030370","0,01%","Rp1.691.694.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Beli","1000000000.00000000","53.304,4","03/26/2021","53.332,3","0,05%","Rp403.991.999.855.214,50"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/26/2021","Jual","1000000000.00000000","5.870.372","03/26/2021","5.847.823","0,38%","Rp2.959.330.759.998.688,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Beli","1000000000.00000000","53.575,9","03/26/2021","53.367,5","-0,39%","-Rp3.017.632.000.014.500,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Beli","1000000000.00000000","53.567,7","03/26/2021","53.368,1","-0,37%","-Rp2.890.208.000.144.800,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/26/2021","Jual","1000000000.00000000","5.843.321","03/26/2021","5.850.570","-0,12%","-Rp951.358.760.131.240,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/26/2021","Jual","1000000000.00000000","5.870.338","03/26/2021","5.848.535","0,37%","Rp2.861.425.719.986.876,00"
"","BTC/USD","BTC/USD","Bitfinex","03/26/2021","Beli","1000000000.00000000","53.557,0","03/26/2021","53.343,0","-0,40%","-Rp3.098.720.000.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Beli","100000000.00000000","53.663,7","03/26/2021","53.322,8","-0,64%","-Rp493.623.200.144.790,00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","03/26/2021","Jual","1000000000.00000000","0,030364","03/26/2021","0,030368","-0,01%","-Rp3.383.388.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/26/2021","Jual","1000000000.00000000","789.499.000","03/26/2021","787.300.000","2,79%","Rp100.000.000.000.000,00"
"","ETH/GBP","ETH/GBP","Coinbase Pro","03/26/2021","Jual","100000000.00000000","1.188,83","03/26/2021","1.176,59","10,30%","Rp24.353.928.000.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/26/2021","Jual","100000000.00000000","788.120.000","03/26/2021","789.499.000","-0,17%","-Rp100.000.000.000.000,00"
"","USD/GBP","USD/GBP","FX","03/26/2021","Beli","1000000000.00000000","0,7263","03/26/2021","0,7259","-2,75%","-Rp7.958.800.000,00"
"","USD/SAR","USD/SAR","FX","03/26/2021","Beli","1000000000.00000000","3,7503","03/26/2021","3,7503","0,00%","Rp0,00"
"","USD/GBP","USD/GBP","FX","03/26/2021","Beli","1000000000.00000000","0,7261","03/26/2021","0,7261","0,00%","Rp0,00"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8492","03/26/2021","0,8487","-2,94%","-Rp8.486.750.000,00"
"","Stoxx Asia 100 Risk 15% RV USD",".SAR15DG","GLOBAL","03/26/2021","Beli","1000000000.00000000","1.917,67","03/26/2021","1.917,67","-0,00%","-Rp506.800,00"
"","IDR/EUR","IDR/EUR","FX","03/26/2021","Jual","1000000000.00000000","0,00006","03/26/2021","0,00006","0,00%","-Rp14.412,20"
"","EUR/AUD","EUR/AUD","FX","03/26/2021","Beli","1000000000.00000000","1,5456","03/26/2021","1,5455","-6,47%","-Rp1.101.566.000,00"
"","EUR/AUD","EUR/AUD","FX","03/26/2021","Beli","1000000000.00000000","1,5462","03/26/2021","1,5463","0,65%","Rp1.101.566.000,00"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8488","03/26/2021","0,8488","0,00%","Rp0,00"
"","EUR/IDR","EUR/IDR","FX","03/26/2021","Beli","1000000000.00000000","17.010,7","03/26/2021","17.002,1","-2,53%","-Rp8.600.000.000,00"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8489","03/26/2021","0,8488","-0,29%","-Rp1.697.350.000,00"
"","EUR/IDR","EUR/IDR","FX","03/26/2021","Beli","1000000000.00000000","17.007,8","03/26/2021","17.000,7","-1,04%","-Rp7.100.000.000,00"
"","BTC/EUR","BTC/EUR","Binance","03/26/2021","Jual","100.00000000","44.467,2","03/26/2021","45.238,3","-1,73%","-Rp1.308.855.393,10"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/26/2021","Jual","100.00000000","778.001.000","03/26/2021","785.011.000","-0,90%","-Rp701.000.000,00"
"","BTC/USD","BTC/USD","Binance","03/26/2021","Jual","100.00000000","52.615,9","03/26/2021","53.241,5","-1,19%","-Rp905.868.800,00"
"","IDR/JPY","IDR/JPY","FX","03/26/2021","Beli","1000000000.00000000","0,7569","03/26/2021","0,7576","4,62%","Rp918.680,00"
"","IDR/JPY","IDR/JPY","FX","03/26/2021","Beli","1000000000.00000000","0,7566","03/26/2021","0,7576","3,30%","Rp1.312.400,00"
"","BTC/USD","BTC/USD","Bitfinex","03/26/2021","Beli","100.00000000","52.576,8","03/26/2021","53.186,1","1,16%","Rp882.266.400,00"
"","EUR/AUD","EUR/AUD","FX","03/26/2021","Beli","1000000000.00000000","1,5463","03/26/2021","1,5469","0,97%","Rp6.609.396.000,00"
"","EUR/IDR","EUR/IDR","FX","03/26/2021","Beli","1000000000.00000000","17.004,2","03/26/2021","17.006,5","1,35%","Rp2.299.985.568,76"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Jual","100.00000000","52.716,8","03/26/2021","52.623,2","0,18%","Rp135.532.800,00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/26/2021","Jual","100.00000000","778.002.000","03/26/2021","778.001.000","0,00%","Rp100.000,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/26/2021","Jual","1000000000.00000000","5.737.709","03/26/2021","5.721.396","0,28%","Rp2.140.918.119.998.687,75"
"","IDR/JPY","IDR/JPY","FX","03/26/2021","Beli","1000000000.00000000","0,7569","03/26/2021","0,7570","1,32%","Rp131.240,00"
"","RUB/IDR","RUB/IDR","FX","03/26/2021","Beli","1000000000.00000000","189,34","03/26/2021","189,44","5,28%","Rp100.000.000,00"
"","USD/IDR","USD/IDR","FX","03/26/2021","Beli","1000000000.00000000","14.425,0","03/26/2021","14.432,5","5,20%","Rp7.500.000.000,00"
"","USD/IDR","USD/IDR","FX","03/26/2021","Beli","1000000000.00000000","14.425,0","03/26/2021","14.432,5","2,60%","Rp7.500.000.000,00"
"","USD/ARS","USD/ARS","FX","03/26/2021","Beli","1000000000.00000000","91,7010","03/26/2021","91,7010","0,00%","Rp0,00"
"","IDR/KRW","IDR/KRW","FX","03/26/2021","Beli","1000000000.00000000","7,8700","03/26/2021","7,8475","-28,59%","-Rp2.873.250,00"
"","SAR/USD","SAR/USD","FX","03/26/2021","Beli","1000000000.00000000","0,2666","03/26/2021","0,2666","0,00%","Rp0,00"
"","SAR/EUR","SAR/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,2266","03/26/2021","0,2266","0,00%","-Rp432,82"
"","HKD/IDR","HKD/IDR","FX","03/26/2021","Beli","1000000000.00000000","1.856,81","03/26/2021","1.856,74","-0,38%","-Rp70.000.000,00"
"","KWD/GBP","KWD/GBP","FX","03/26/2021","Beli","1000000000.00000000","2,4106","03/26/2021","2,4107","0,41%","Rp1.989.700.000,00"
"","KWD/EUR","KWD/EUR","FX","03/26/2021","Beli","1000000000.00000000","2,8145","03/26/2021","2,8134","-3,91%","-Rp18.670.850.000,00"
"","IDR/INR","IDR/INR","FX","03/26/2021","Beli","1000000000.00000000","0,005021","03/26/2021","0,005025","7,97%","Rp788.600,00"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8500","03/26/2021","0,8497","-0,35%","-Rp5.092.050.000,00"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8502","03/26/2021","0,8497","-0,59%","-Rp8.486.750.000,00"
"","CAD/USD","CAD/USD","FX","03/26/2021","Beli","1000000000.00000000","0,7926","03/26/2021","0,7934","5,05%","Rp11.583.956.560,00"
"","CAD/USD","CAD/USD","FX","03/26/2021","Beli","1000000000.00000000","0,7926","03/26/2021","0,7934","5,05%","Rp11.583.956.560,00"
"","USD/BRL","USD/BRL","FX","03/26/2021","Beli","1000000000.00000000","5,6597","03/26/2021","5,6494","-18,20%","-Rp25.833.678.508,12"
"","USD/MXN","USD/MXN","FX","03/26/2021","Beli","1000000000.00000000","20,6889","03/26/2021","20,6750","-3,36%","-Rp9.781.334.646,37"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8500","03/26/2021","0,8496","-2,35%","-Rp6.789.443.262,06"
"","USD/ARS","USD/ARS","FX","03/26/2021","Beli","1000000000.00000000","91,7010","03/26/2021","91,7010","-0,00%","-Rp43.320,47"
"","USD/IDR","USD/IDR","FX","03/26/2021","Beli","1000000000.00000000","14.425,0","03/26/2021","14.425,0","-0,00%","-Rp43.275,00"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8500","03/26/2021","0,8496","-2,35%","-Rp6.789.443.262,06"
"","USD/MXN","USD/MXN","FX","03/26/2021","Beli","1000000000.00000000","20,7045","03/26/2021","20,6750","-7,12%","-Rp20.758.898.646,37"
"","USD/CAD","USD/CAD","FX","03/26/2021","Beli","1000000000.00000000","1,2619","03/26/2021","1,2607","-4,75%","-Rp13.763.755.379,78"
"","USD/EUR","USD/EUR","FX","03/26/2021","Beli","1000000000.00000000","0,8498","03/26/2021","0,8497","-0,59%","-Rp1.697.393.267,15"
"","USD/BRL","USD/BRL","FX","03/26/2021","Beli","1000000000.00000000","5,6692","03/26/2021","5,6494","-17,46%","-Rp49.660.818.508,12"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/26/2021","Jual","1000000000.00000000","37.988,3","03/26/2021","38.200,0","-557,28%","-Rp4.212.194.900.014.500,00"
"","BTC/AUD","BTC/AUD","BTC Markets","03/26/2021","Jual","1000000000.00000000","68.741,6","03/26/2021","69.226,8","-705,83%","-Rp5.344.798.232.014.500,00"
"","BTC/BRL","BTC/BRL","Binance","03/26/2021","Jual","1000000000.00000000","296.935","03/26/2021","298.184","-420,63%","-Rp3.132.641.880.014.000,00"
"","BTC/RUB","BTC/RUB","Exmo","03/26/2021","Jual","1000000000.00000000","3.896.367","03/26/2021","3.919.426","-591,81%","-Rp4.401.963.100.014.500,00"
"","BTC/KRW","BTC/KRW","Bithumb","03/26/2021","Jual","1000000000.00000000","63.237.000","03/26/2021","63.490.000","-400,08%","-Rp1.277.000.000.000.000,00"
"","BTC/INR","BTC/INR","Synthetic","03/26/2021","Jual","1000000000.00000000","3.776.374","03/26/2021","3.802.697","-697,04%","-Rp5.189.579.450.014.400,00"
"","BTC/CAD","BTC/CAD","Kraken","03/26/2021","Jual","1000000000.00000000","65.596,4","03/26/2021","66.199,2","-918,95%","-Rp6.913.971.328.014.500,00"
"","BTC/XAU","BTC/XAU","Synthetic","03/26/2021","Jual","1000000000.00000000","30,1266","03/26/2021","30,1062","67,71%","Rp4.976.898.225.361,82"
"","BTC/UAH","BTC/UAH","Exmo","03/26/2021","Jual","1000000000.00000000","1.482.876","03/26/2021","1.481.169","115,11%","Rp888.094.743.342.733,75"
"","BTC/SAR","BTC/SAR","Synthetic","03/26/2021","Jual","1000000000.00000000","195.707,5","03/26/2021","195.119,0","300,70%","Rp2.272.151.418.523.043,50"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Jual","1000000000.00000000","52.198,5","03/26/2021","52.011,8","0,36%","Rp2.703.415.998.552.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Jual","1000000000.00000000","52.290,5","03/26/2021","52.011,8","0,53%","Rp4.035.575.998.552.000,00"
"","BTC/EUR","BTC/EUR","Binance","03/26/2021","Jual","9000.00000000","44.446,6","03/26/2021","44.333,1","255,36%","Rp17.338.430.250,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/26/2021","Beli","1000000000.00000000","776.532.953","03/26/2021","771.254.730","-0,68%","-Rp100.000.000.000.000,00"
"","Indeks Bitcoin Euro","BTC/EUR","Investing.com","03/26/2021","Jual","1000000000.00000000","44.290,9","03/26/2021","44.233,8","0,13%","Rp969.186.848.268.686,00"
"","BTC/EUR","BTC/EUR","Binance","03/26/2021","Jual","1000.00000000","44.432,6","03/26/2021","44.461,5","-0,07%","-Rp490.548.570,69"
"","BTC/MYR","BTC/MYR","Luno","03/26/2021","Jual","1000000000.00000000","223.278","03/26/2021","223.132","65,39%","Rp509.049.438.554.264,75"
"","BTC/THB","BTC/THB","Satang Pro","03/26/2021","Jual","1000000000.00000000","1.676.000","03/26/2021","1.674.152","110,26%","Rp854.648.254.559.399,62"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/26/2021","Jual","1000000000.00000000","774.451.000","03/26/2021","771.213.000","418,10%","Rp100.000.000.000.000,00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/26/2021","Jual","1000000000.00000000","5.703.281","03/26/2021","5.695.393","138,31%","Rp1.035.221.118.566.990,50"
"","Bitcoin KRW Index","BTC/KRW","Investing.com","03/26/2021","Beli","1000000000.00000000","63.556.942","03/26/2021","63.234.558","-0,51%","-Rp1.277.000.000.000.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Jual","1000000000.00000000","52.399,9","03/26/2021","52.273,0","0,24%","Rp1.837.511.999.739.360,00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/26/2021","Jual","1000000000.00000000","5.720.314","03/26/2021","5.709.355","0,19%","Rp1.438.259.159.868.760,00"
"","ETH/USD","ETH/USD","Binance","03/26/2021","Jual","100000.00000000","1.608,32","03/26/2021","1.610,19","-2,91%","-Rp2.707.760.000,00"
"","Bitcoin","BTC/USD","Investing.com","03/26/2021","Jual","100000.00000000","52.352,8","03/26/2021","52.383,8","-0,06%","-Rp44.888.000.000,00"
"","ETH/USD","ETH/USD","Binance","03/25/2021","Jual","1000000000.00000000","1.586,89","03/26/2021","1.607,01","-126,79%","-Rp291.337.600.000.000,00"
"","ETH/USD","ETH/USD","Binance","03/26/2021","Jual","1000000.00000000","1.605,35","03/26/2021","1.607,01","-0,10%","-Rp24.036.800.000,00"
"","EUR/USD","EUR/USD","FX","03/25/2021","Beli","1000000000.00000000","1,1768","03/26/2021","1,1769","0,01%","Rp1.448.000.000,00"
"","ETH/USD","ETH/USD","Binance","03/25/2021","Jual","1000.00000000","1.586,82","03/25/2021","1.583,15","0,23%","Rp53.141.600,00"
"","ETH/USD","ETH/USD","Binance","03/25/2021","Jual","1000.00000000","1.595,88","03/25/2021","1.583,15","0,80%","Rp184.330.400,00"
"","BTC/IDR","BTC/IDR","Luno","03/25/2021","Jual","100.00000000","768.100.000","03/25/2021","760.000.000","1,05%","Rp810.000.000,00"
"","EUR/IDR","EUR/IDR","FX","03/25/2021","Beli","1000000000.00000000","17.015,7","03/25/2021","16.986,9","-0,17%","-Rp28.800.000.000,00"
"","EUR/AUD","EUR/AUD","FX","03/25/2021","Beli","1000000000.00000000","1,5543","03/25/2021","1,5548","0,03%","Rp5.507.830.000,00"
"","EUR/USD","EUR/USD","FX","03/25/2021","Beli","1000000000.00000000","1,1796","03/25/2021","1,1781","-0,13%","-Rp21.720.000.000,00"
"","USD/GBP","USD/GBP","FX","03/25/2021","Beli","1000000000.00000000","0,7290","03/25/2021","0,7286","-0,05%","-Rp7.958.800.000,00"
"","EUR/GBP","EUR/GBP","FX","03/25/2021","Beli","1000000000.00000000","0,8595","03/25/2021","0,8584","-0,13%","-Rp21.886.700.000,00"
"","BTC/IDR","BTC/IDR","Luno","03/25/2021","Jual","100.00000000","763.555.000","03/25/2021","763.555.000","0,00%","-Rp144.250,00"
"","BTC/IDR","BTC/IDR","Luno","03/25/2021","Jual","100.00000000","764.501.000","03/25/2021","763.555.000","0,12%","Rp93.157.500,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Jual","100000.00000000","760.169.162","03/25/2021","760.152.376","0,00%","Rp1.678.599.900,00"
"","Bitcoin","BTC/USD","Investing.com","03/25/2021","Jual","100000.00000000","50.804,0","03/25/2021","50.860,1","-0,11%","-Rp81.232.843.440,00"
"","GBP/USD","GBP/USD","FX","03/25/2021","Beli","1000000000.00000000","1,3684","03/25/2021","1,3703","0,14%","Rp27.512.000.000,00"
"","ETH/USD","ETH/USD","Binance","03/25/2021","Jual","100000000.00000000","1.581,50","03/25/2021","1.576,58","0,31%","Rp7.124.160.000.000,15"
"","SAR/IDR","SAR/IDR","FX","03/25/2021","Beli","1000000000.00000000","3.853,03","03/25/2021","3.846,36","-0,17%","-Rp6.670.000.000,00"
"","USD/IDR","USD/IDR","FX","03/25/2021","Beli","1000000000.00000000","14.455,0","03/25/2021","14.425,0","-0,21%","-Rp30.000.000.000,00"
"","AUD/GBP","AUD/GBP","FX","03/25/2021","Beli","1000000000.00000000","0,5552","03/25/2021","0,5540","-0,22%","-Rp23.876.400.000,00"
"","AUD/IDR","AUD/IDR","FX","03/25/2021","Beli","1000000000.00000000","10.976,22","03/25/2021","10.948,58","-0,25%","-Rp27.640.000.000,00"
"","RUB/IDR","RUB/IDR","FX","03/25/2021","Beli","1000000000.00000000","189,92","03/25/2021","189,42","-0,26%","-Rp500.000.000,00"
"","EUR/USD","EUR/USD","FX","03/25/2021","Beli","1000000000.00000000","1,1807","03/25/2021","1,1804","-0,03%","-Rp4.344.000.000,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Jual","100000000.00000000","781.232.818","03/25/2021","786.614.509","-0,69%","-Rp100.000.000.000.000,00"
"","ETH/SAR","ETH/SAR","Synthetic","03/25/2021","Jual","1000000000.00000000","5.963,56","03/25/2021","5.933,52","0,50%","Rp115.982.036.626.243,16"
"","Bitcoin SAR Index","BTC/SAR","Investing.com","03/25/2021","Beli","1000000000.00000000","198.524,9","03/25/2021","197.044,6","-0,75%","-Rp5.715.319.876.038.600,00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/25/2021","Jual","1000000000.00000000","788.186.792","03/25/2021","787.594.566","0,08%","Rp100.000.000.000.000,00"
"","ETH/IDR","ETH/IDR","BitcoinIndonesia","03/25/2021","Jual","1000000000.00000000","24.224.000","03/25/2021","23.885.000","1,40%","Rp100.000.000.000.000,00"
